From Date,To Date,Toluene,Temp,RH,WS,WD
01-10-2021 16:00,01-10-2021 16:15,0.4,None,54.6,2.2,160.7
01-10-2021 16:15,01-10-2021 16:30,0.5,None,54.5,1.8,166.7
01-10-2021 16:30,01-10-2021 16:45,0.6,None,55,1.1,151.1
01-10-2021 16:45,01-10-2021 17:00,0.6,None,55,0.8,116.1
01-10-2021 17:00,01-10-2021 17:15,1,None,55.5,0.7,116.5
01-10-2021 17:15,01-10-2021 17:30,1.4,None,55.4,0.9,131.1
01-10-2021 17:30,01-10-2021 17:45,1.6,None,58,1,166.2
01-10-2021 17:45,01-10-2021 18:00,1.4,None,59.6,0.6,151.5
01-10-2021 18:00,01-10-2021 18:15,1.2,None,63,1,257.7
01-10-2021 18:15,01-10-2021 18:30,1.1,None,63,1,246.3
01-10-2021 18:30,01-10-2021 18:45,1.2,None,64.3,0.8,245.7
01-10-2021 18:45,01-10-2021 19:00,2,None,66.1,0.8,255.7
01-10-2021 19:00,01-10-2021 19:15,2.2,None,67.2,0.7,229.7
01-10-2021 19:15,01-10-2021 19:30,2.2,None,68.3,0.5,214
01-10-2021 19:30,01-10-2021 19:45,2.5,None,68.7,0.6,233.7
01-10-2021 19:45,01-10-2021 20:00,2.6,None,70.1,0.3,301
01-10-2021 20:00,01-10-2021 20:15,2.5,None,71,0.3,323.4
01-10-2021 20:15,01-10-2021 20:30,2.3,None,71.5,0.4,276.3
01-10-2021 20:30,01-10-2021 20:45,2.2,None,73,0.8,338.1
01-10-2021 20:45,01-10-2021 21:00,1.9,None,73.1,0.6,324.3
01-10-2021 21:00,01-10-2021 21:15,1.8,None,74.3,0.2,330.8
01-10-2021 21:15,01-10-2021 21:30,1.9,None,75.7,0.8,359.8
01-10-2021 21:30,01-10-2021 21:45,1.9,None,75.8,0.5,349.1
01-10-2021 21:45,01-10-2021 22:00,1.9,None,76.9,0.8,178.1
01-10-2021 22:00,01-10-2021 22:15,1.9,None,77.8,0.5,201.6
01-10-2021 22:15,01-10-2021 22:30,1.7,None,78.5,0.6,194.1
01-10-2021 22:30,01-10-2021 22:45,1.8,None,78.8,0.4,151.2
01-10-2021 22:45,01-10-2021 23:00,1.8,None,78.8,0.4,314.9
01-10-2021 23:00,01-10-2021 23:15,1.9,None,78.9,0.3,318.7
01-10-2021 23:15,01-10-2021 23:30,1.8,None,79.1,0.6,296.1
01-10-2021 23:30,01-10-2021 23:45,1.9,None,79.2,0.6,296.5
01-10-2021 23:45,02-10-2021 00:00,1.9,None,79.2,0.5,200.6
02-10-2021 00:00,02-10-2021 00:15,1.8,None,79.4,0.7,242.1
02-10-2021 00:15,02-10-2021 00:30,1.7,None,79.4,0.6,283.4
02-10-2021 00:30,02-10-2021 00:45,1.7,None,79.5,0.4,296.6
02-10-2021 00:45,02-10-2021 01:00,2.1,None,79.5,0.3,99.3
02-10-2021 01:00,02-10-2021 01:15,2.9,None,79.5,0.2,309
02-10-2021 01:15,02-10-2021 01:30,3.1,None,79.5,0.6,69.6
02-10-2021 01:30,02-10-2021 01:45,3.1,None,79.6,0.9,85.4
02-10-2021 01:45,02-10-2021 02:00,3.1,None,79.7,1.1,81.8
02-10-2021 02:00,02-10-2021 02:15,2.8,None,79.6,0.6,117.3
02-10-2021 02:15,02-10-2021 02:30,3.1,None,79.5,0.8,121.4
02-10-2021 02:30,02-10-2021 02:45,3.3,None,79.5,0.7,207.9
02-10-2021 02:45,02-10-2021 03:00,3.5,None,79.5,0.5,228.4
02-10-2021 03:00,02-10-2021 03:15,3.1,None,79.8,0.5,233.4
02-10-2021 03:15,02-10-2021 03:30,3.1,None,80.3,0.7,271.1
02-10-2021 03:30,02-10-2021 03:45,3.3,None,80.2,0.7,251.5
02-10-2021 03:45,02-10-2021 04:00,3.4,None,80.4,0.8,261.9
02-10-2021 04:00,02-10-2021 04:15,3.2,None,80.2,1.2,268.2
02-10-2021 04:15,02-10-2021 04:30,3.2,None,79.4,1.6,262.6
02-10-2021 04:30,02-10-2021 04:45,3,None,78.9,1.6,267.8
02-10-2021 04:45,02-10-2021 05:00,2.1,None,78.1,1.6,269.3
02-10-2021 05:00,02-10-2021 05:15,1.3,None,77.7,1.2,284
02-10-2021 05:15,02-10-2021 05:30,0.9,None,77.3,1,280.9
02-10-2021 05:30,02-10-2021 05:45,0.6,None,77.6,0.9,295.8
02-10-2021 05:45,02-10-2021 06:00,0.5,None,78.3,0.9,297.4
02-10-2021 06:00,02-10-2021 06:15,0.3,None,78.4,0.9,304
02-10-2021 06:15,02-10-2021 06:30,0.3,None,78.7,0.7,308.7
02-10-2021 06:30,02-10-2021 06:45,0.3,None,78.7,1,324
02-10-2021 06:45,02-10-2021 07:00,0.3,None,78.3,1,315
02-10-2021 07:00,02-10-2021 07:15,0.2,None,77.6,0.9,313
02-10-2021 07:15,02-10-2021 07:30,0.2,None,76.1,0.8,322.3
02-10-2021 07:30,02-10-2021 07:45,0.5,None,73.7,1.1,312.8
02-10-2021 07:45,02-10-2021 08:00,0.3,None,70.7,1.5,322.8
02-10-2021 08:00,02-10-2021 08:15,0.2,None,68.4,1.6,318.6
02-10-2021 08:15,02-10-2021 08:30,0.2,None,67,1.1,296.7
02-10-2021 08:30,02-10-2021 08:45,0.2,None,64.3,1.4,302
02-10-2021 08:45,02-10-2021 09:00,0.1,None,61.4,1.4,300.2
02-10-2021 09:00,02-10-2021 09:15,0.2,None,59,1.3,310
02-10-2021 09:15,02-10-2021 09:30,0.2,None,56.8,1.3,319.6
02-10-2021 09:30,02-10-2021 09:45,0.2,None,56.3,1.5,327.2
02-10-2021 09:45,02-10-2021 10:00,0.2,None,54.4,1.5,296.6
02-10-2021 10:00,02-10-2021 10:15,0.2,None,52.6,1.5,308.1
02-10-2021 10:15,02-10-2021 10:30,0.3,None,51.6,1.2,307.4
02-10-2021 10:30,02-10-2021 10:45,0.2,None,50.2,1.3,325.6
02-10-2021 10:45,02-10-2021 11:00,0.2,None,50.3,1.2,316.3
02-10-2021 11:00,02-10-2021 11:15,0.1,None,49.4,1.2,334
02-10-2021 11:15,02-10-2021 11:30,0.1,None,48.8,1.3,329.2
02-10-2021 11:30,02-10-2021 11:45,0.3,None,49.9,1.6,318.2
02-10-2021 11:45,02-10-2021 12:00,0.2,None,48.2,1.1,335.2
02-10-2021 12:00,02-10-2021 12:15,0.1,None,49.1,1.5,345.2
02-10-2021 12:15,02-10-2021 12:30,0.1,None,48.1,1.3,1.1
02-10-2021 12:30,02-10-2021 12:45,0.1,None,49.1,1.5,338.3
02-10-2021 12:45,02-10-2021 13:00,0.1,None,47.8,1.8,329.7
02-10-2021 13:00,02-10-2021 13:15,0.1,None,47.7,1.6,351.8
02-10-2021 13:15,02-10-2021 13:30,0.1,None,47.8,1.7,351.6
02-10-2021 13:30,02-10-2021 13:45,0.1,None,47.4,1.5,1.1
02-10-2021 13:45,02-10-2021 14:00,0.1,None,47.2,1.7,9.6
02-10-2021 14:00,02-10-2021 14:15,0.3,None,47.8,1.4,345.9
02-10-2021 14:15,02-10-2021 14:30,0.3,None,49.2,1.2,354.7
02-10-2021 14:30,02-10-2021 14:45,0.3,None,50.3,1.1,337.4
02-10-2021 14:45,02-10-2021 15:00,0.2,None,50.1,1.4,331.4
02-10-2021 15:00,02-10-2021 15:15,0.2,None,50.8,1.8,344.4
02-10-2021 15:15,02-10-2021 15:30,0.2,None,49.8,1.8,345.3
02-10-2021 15:30,02-10-2021 15:45,0.2,None,50.6,1.8,340.1
02-10-2021 15:45,02-10-2021 16:00,0.1,None,52.3,1.7,348.4
02-10-2021 16:00,02-10-2021 16:15,0.2,None,52.5,1.5,347.4
02-10-2021 16:15,02-10-2021 16:30,0.2,None,50.9,1.8,342.2
02-10-2021 16:30,02-10-2021 16:45,0.2,None,50.4,2.6,354.5
02-10-2021 16:45,02-10-2021 17:00,0.2,None,51,1.9,353.4
02-10-2021 17:00,02-10-2021 17:15,0.2,None,52,1.4,6.2
02-10-2021 17:15,02-10-2021 17:30,0.1,None,53.1,1.4,349.2
02-10-2021 17:30,02-10-2021 17:45,0.1,None,55.8,1.3,270.1
02-10-2021 17:45,02-10-2021 18:00,0.2,None,57.1,1.3,275.1
02-10-2021 18:00,02-10-2021 18:15,0.1,None,59.3,1.5,288.6
02-10-2021 18:15,02-10-2021 18:30,0.1,None,61.6,1.2,301.5
02-10-2021 18:30,02-10-2021 18:45,0.2,None,64.2,0.8,330.5
02-10-2021 18:45,02-10-2021 19:00,0.3,None,65.5,0.9,332.8
02-10-2021 19:00,02-10-2021 19:15,0.2,None,67.6,0.6,308.2
02-10-2021 19:15,02-10-2021 19:30,0.4,None,68.8,0.6,317.7
02-10-2021 19:30,02-10-2021 19:45,0.3,None,69.8,0.6,306.2
02-10-2021 19:45,02-10-2021 20:00,0.3,None,71,0.8,329
02-10-2021 20:00,02-10-2021 20:15,0.2,None,71.1,0.7,336.7
02-10-2021 20:15,02-10-2021 20:30,0.3,None,71.8,0.5,315.7
02-10-2021 20:30,02-10-2021 20:45,0.3,None,72.5,0.7,261.6
02-10-2021 20:45,02-10-2021 21:00,0.3,None,74,0.5,284.5
02-10-2021 21:00,02-10-2021 21:15,0.3,None,74.8,0.5,291.2
02-10-2021 21:15,02-10-2021 21:30,0.3,None,74.8,0.5,271.9
02-10-2021 21:30,02-10-2021 21:45,0.3,None,75.8,0.8,263.7
02-10-2021 21:45,02-10-2021 22:00,0.3,None,76.6,0.8,282.7
02-10-2021 22:00,02-10-2021 22:15,0.2,None,77.3,0.9,275.3
02-10-2021 22:15,02-10-2021 22:30,0.3,None,76.9,0.8,280.6
02-10-2021 22:30,02-10-2021 22:45,0.2,None,76.9,0.4,293.8
02-10-2021 22:45,02-10-2021 23:00,0.2,None,77.1,0.7,333.6
02-10-2021 23:00,02-10-2021 23:15,0.3,None,77.2,0.7,293
02-10-2021 23:15,02-10-2021 23:30,0.2,None,77.6,0.9,284.9
02-10-2021 23:30,02-10-2021 23:45,0.2,None,76.4,1.6,267.4
02-10-2021 23:45,03-10-2021 00:00,0.3,None,76,1.4,270.8
03-10-2021 00:00,03-10-2021 00:15,0.3,None,75.5,1.3,275.7
03-10-2021 00:15,03-10-2021 00:30,0.2,None,74.8,1.3,289.4
03-10-2021 00:30,03-10-2021 00:45,0.2,None,74.3,1,293
03-10-2021 00:45,03-10-2021 01:00,0.3,None,74.1,1.2,301.9
03-10-2021 01:00,03-10-2021 01:15,0.3,None,74.6,0.9,288.4
03-10-2021 01:15,03-10-2021 01:30,0.2,None,75.1,0.5,317.3
03-10-2021 01:30,03-10-2021 01:45,0.3,None,75.9,0.3,139
03-10-2021 01:45,03-10-2021 02:00,0.3,None,77.3,0.7,259.7
03-10-2021 02:00,03-10-2021 02:15,0.3,None,78.3,0.7,280.6
03-10-2021 02:15,03-10-2021 02:30,0.2,None,78.7,0.5,279.6
03-10-2021 02:30,03-10-2021 02:45,0.2,None,78.8,0.2,332.7
03-10-2021 02:45,03-10-2021 03:00,0.3,None,79,0.4,204.2
03-10-2021 03:00,03-10-2021 03:15,0.3,None,79.1,0.3,331.6
03-10-2021 03:15,03-10-2021 03:30,0.3,None,79.2,0.5,333.7
03-10-2021 03:30,03-10-2021 03:45,0.2,None,79.2,0.8,238.8
03-10-2021 03:45,03-10-2021 04:00,0.3,None,79.3,0.7,273.8
03-10-2021 04:00,03-10-2021 04:15,0.2,None,79.2,0.6,271.6
03-10-2021 04:15,03-10-2021 04:30,0.2,None,79.3,0.7,273.8
03-10-2021 04:30,03-10-2021 04:45,0.2,None,79.4,0.7,279.7
03-10-2021 04:45,03-10-2021 05:00,0.3,None,79.5,1.1,249.4
03-10-2021 05:00,03-10-2021 05:15,0.3,None,79.4,0.6,278.2
03-10-2021 05:15,03-10-2021 05:30,0.3,None,79.4,1.5,265.4
03-10-2021 05:30,03-10-2021 05:45,0.3,None,79.2,1.4,267.4
03-10-2021 05:45,03-10-2021 06:00,0.2,None,79.1,1.2,271.3
03-10-2021 06:00,03-10-2021 06:15,0.3,None,79.2,0.7,284.1
03-10-2021 06:15,03-10-2021 06:30,0.2,None,79.4,0.9,239.4
03-10-2021 06:30,03-10-2021 06:45,0.2,None,79.3,1,251.3
03-10-2021 06:45,03-10-2021 07:00,0.2,None,79.1,1.2,265.6
03-10-2021 07:00,03-10-2021 07:15,0.3,None,78.6,1.2,269.2
03-10-2021 07:15,03-10-2021 07:30,0.3,None,76.8,1.2,271.9
03-10-2021 07:30,03-10-2021 07:45,0.3,None,74.8,2,264.1
03-10-2021 07:45,03-10-2021 08:00,0.2,None,73.5,2,265.4
03-10-2021 08:00,03-10-2021 08:15,0.3,None,70.6,1.9,267.6
03-10-2021 08:15,03-10-2021 08:30,0.2,None,68.4,2.1,266.3
03-10-2021 08:30,03-10-2021 08:45,0.1,None,65.4,2.1,266.2
03-10-2021 08:45,03-10-2021 09:00,0.1,None,61.8,1.6,268.4
03-10-2021 09:00,03-10-2021 09:15,0.2,None,60.4,2.2,265
03-10-2021 09:15,03-10-2021 09:30,0.1,None,57.5,2.1,269.7
03-10-2021 09:30,03-10-2021 09:45,0.1,None,56.2,2.1,266.5
03-10-2021 09:45,03-10-2021 10:00,0.2,None,54,1.6,264.7
03-10-2021 10:00,03-10-2021 10:15,0.1,None,50.4,1.5,298.5
03-10-2021 10:15,03-10-2021 10:30,0.2,None,47.4,1.8,327.6
03-10-2021 10:30,03-10-2021 10:45,0.1,None,47.1,1.6,308
03-10-2021 10:45,03-10-2021 11:00,0.1,None,46.5,1.9,302.5
03-10-2021 11:00,03-10-2021 11:15,0.1,None,45.1,2.1,310
03-10-2021 11:15,03-10-2021 11:30,0.1,None,43.7,2.3,311.1
03-10-2021 11:30,03-10-2021 11:45,0.1,None,43.1,2.4,319.3
03-10-2021 11:45,03-10-2021 12:00,0.1,None,42.5,2.1,318.8
03-10-2021 12:00,03-10-2021 12:15,0.1,None,42.6,2.6,309.7
03-10-2021 12:15,03-10-2021 12:30,0.1,None,43.4,2,324.8
03-10-2021 12:30,03-10-2021 12:45,0.1,None,43.3,2.6,312.3
03-10-2021 12:45,03-10-2021 13:00,0,None,43.5,2.6,317.1
03-10-2021 13:00,03-10-2021 13:15,0.1,None,43.5,3,308.6
03-10-2021 13:15,03-10-2021 13:30,0.1,None,43.1,2.8,313.5
03-10-2021 13:30,03-10-2021 13:45,0.1,None,43.9,2.3,327.5
03-10-2021 13:45,03-10-2021 14:00,0.1,None,44.5,2,326.7
03-10-2021 14:00,03-10-2021 14:15,0.1,None,46.8,2.3,332.1
03-10-2021 14:15,03-10-2021 14:30,0,None,48.8,2.1,332
03-10-2021 14:30,03-10-2021 14:45,0.1,None,48.5,2.7,334.5
03-10-2021 14:45,03-10-2021 15:00,0,None,50.9,3.3,299.1
03-10-2021 15:00,03-10-2021 15:15,0.1,None,52.9,2.8,300.7
03-10-2021 15:15,03-10-2021 15:30,0.1,None,51.7,2.9,297.1
03-10-2021 15:30,03-10-2021 15:45,0,None,53.3,2.1,301.1
03-10-2021 15:45,03-10-2021 16:00,0,None,54.7,2,304
03-10-2021 16:00,03-10-2021 16:15,0,None,54.6,2.7,303.6
03-10-2021 16:15,03-10-2021 16:30,0.2,None,55.6,2.3,290.4
03-10-2021 16:30,03-10-2021 16:45,0.1,None,56.8,2.4,302.7
03-10-2021 16:45,03-10-2021 17:00,0.1,None,56.4,2.5,301.1
03-10-2021 17:00,03-10-2021 17:15,0.2,None,56.4,2.1,297.1
03-10-2021 17:15,03-10-2021 17:30,0.1,None,56.6,2,296.4
03-10-2021 17:30,03-10-2021 17:45,0.1,None,58.1,1.3,301.9
03-10-2021 17:45,03-10-2021 18:00,0.2,None,59.9,1.1,296.3
03-10-2021 18:00,03-10-2021 18:15,0,None,61.9,0.9,315.7
03-10-2021 18:15,03-10-2021 18:30,0.1,None,63.4,0.8,328.7
03-10-2021 18:30,03-10-2021 18:45,0.1,None,64.9,0.8,317.4
03-10-2021 18:45,03-10-2021 19:00,0.1,None,67.1,0.8,322.5
03-10-2021 19:00,03-10-2021 19:15,0.1,None,67.2,1,346.4
03-10-2021 19:15,03-10-2021 19:30,0.1,None,65.7,0.9,346
03-10-2021 19:30,03-10-2021 19:45,0.1,None,68,0.7,261.8
03-10-2021 19:45,03-10-2021 20:00,0.2,None,68.6,0.5,283.4
03-10-2021 20:00,03-10-2021 20:15,0.2,None,69.9,0.7,210.9
03-10-2021 20:15,03-10-2021 20:30,0.2,None,68.8,0.7,231.2
03-10-2021 20:30,03-10-2021 20:45,0.3,None,68.5,0.7,239.2
03-10-2021 20:45,03-10-2021 21:00,0.3,None,68.8,0.8,248.9
03-10-2021 21:00,03-10-2021 21:15,0.3,None,69.5,0.9,268.9
03-10-2021 21:15,03-10-2021 21:30,0.3,None,68.8,0.3,271.1
03-10-2021 21:30,03-10-2021 21:45,0.3,None,69.2,0.6,242.5
03-10-2021 21:45,03-10-2021 22:00,0.3,None,70.6,0.7,257.9
03-10-2021 22:00,03-10-2021 22:15,0.3,None,71,0.6,246.9
03-10-2021 22:15,03-10-2021 22:30,0.3,None,71.9,0.2,157.9
03-10-2021 22:30,03-10-2021 22:45,0.3,None,72,0.6,183.8
03-10-2021 22:45,03-10-2021 23:00,0.3,None,72.5,0.6,206.5
03-10-2021 23:00,03-10-2021 23:15,0.3,None,73.3,0.7,244.9
03-10-2021 23:15,03-10-2021 23:30,0.3,None,75.1,0.6,237.6
03-10-2021 23:30,03-10-2021 23:45,0.4,None,75.2,0.5,225.9
03-10-2021 23:45,04-10-2021 00:00,0.4,None,75.9,0.6,239.1
04-10-2021 00:00,04-10-2021 00:15,0.4,None,76.9,0.5,250.9
04-10-2021 00:15,04-10-2021 00:30,0.4,None,77.7,0.6,193
04-10-2021 00:30,04-10-2021 00:45,0.3,None,78.2,0.5,224.6
04-10-2021 00:45,04-10-2021 01:00,0.3,None,78.5,0.6,206.8
04-10-2021 01:00,04-10-2021 01:15,0.3,None,78.6,0.9,267.4
04-10-2021 01:15,04-10-2021 01:30,0.3,None,78.7,0.9,269.1
04-10-2021 01:30,04-10-2021 01:45,0.3,None,79,0.7,260
04-10-2021 01:45,04-10-2021 02:00,0.3,None,79.2,0.5,286.6
04-10-2021 02:00,04-10-2021 02:15,0.3,None,79.2,0.5,304.9
04-10-2021 02:15,04-10-2021 02:30,0.4,None,79.3,0.6,281.1
04-10-2021 02:30,04-10-2021 02:45,0.4,None,79.4,0.4,304.7
04-10-2021 02:45,04-10-2021 03:00,0.3,None,79.4,0.7,332.6
04-10-2021 03:00,04-10-2021 03:15,0.3,None,79.2,0.6,331.4
04-10-2021 03:15,04-10-2021 03:30,0.3,None,79.3,0.5,210.7
04-10-2021 03:30,04-10-2021 03:45,0.2,None,79.4,0.6,214.4
04-10-2021 03:45,04-10-2021 04:00,0.2,None,79.3,0.6,259
04-10-2021 04:00,04-10-2021 04:15,0.2,None,79.4,0.6,254.5
04-10-2021 04:15,04-10-2021 04:30,0.2,None,79.4,0.6,227.7
04-10-2021 04:30,04-10-2021 04:45,0.2,None,79.5,0.9,247.5
04-10-2021 04:45,04-10-2021 05:00,0.2,None,80,0.5,276.4
04-10-2021 05:00,04-10-2021 05:15,0.2,None,80,0.4,243.5
04-10-2021 05:15,04-10-2021 05:30,0.2,None,80.2,0.3,246.5
04-10-2021 05:30,04-10-2021 05:45,0.2,None,80.1,0.5,246.1
04-10-2021 05:45,04-10-2021 06:00,0.2,None,80.3,0.5,234.2
04-10-2021 06:00,04-10-2021 06:15,0.2,None,80.3,0.6,158.5
04-10-2021 06:15,04-10-2021 06:30,0.2,None,80.4,0.8,93.9
04-10-2021 06:30,04-10-2021 06:45,0.2,None,80.2,1,76.6
04-10-2021 06:45,04-10-2021 07:00,0.2,None,79.3,0.6,45.2
04-10-2021 07:00,04-10-2021 07:15,0.3,None,79,0.1,29.4
04-10-2021 07:15,04-10-2021 07:30,0.3,None,77.6,0.4,196.6
04-10-2021 07:30,04-10-2021 07:45,0.3,None,73.9,0.6,250.3
04-10-2021 07:45,04-10-2021 08:00,0.3,None,70.6,0.6,277.6
04-10-2021 08:00,04-10-2021 08:15,0.3,None,66.7,0.8,254.7
04-10-2021 08:15,04-10-2021 08:30,0.3,None,65.1,1.6,260.6
04-10-2021 08:30,04-10-2021 08:45,0.3,None,62.9,1.9,266.5
04-10-2021 08:45,04-10-2021 09:00,0.3,None,58.4,1.4,267.7
04-10-2021 09:00,04-10-2021 09:15,0.3,None,53.7,1.4,298.8
04-10-2021 09:15,04-10-2021 09:30,0.2,None,50.8,1.9,302.6
04-10-2021 09:30,04-10-2021 09:45,0.2,None,49.2,1.5,299.7
04-10-2021 09:45,04-10-2021 10:00,0.2,None,47.6,1.6,318.6
04-10-2021 10:00,04-10-2021 10:15,0.1,None,47.4,1.5,302.7
04-10-2021 10:15,04-10-2021 10:30,0.2,None,44.7,1.4,325.6
04-10-2021 10:30,04-10-2021 10:45,0.1,None,44.6,1.7,298.7
04-10-2021 10:45,04-10-2021 11:00,0.2,None,44.2,1.5,315.3
04-10-2021 11:00,04-10-2021 11:15,0.1,None,44.7,1.3,321.4
04-10-2021 11:15,04-10-2021 11:30,0.1,None,45,1.5,328.9
04-10-2021 11:30,04-10-2021 11:45,0.1,None,45.3,1.4,336
04-10-2021 11:45,04-10-2021 12:00,0,None,45.3,1.5,321.3
04-10-2021 12:00,04-10-2021 12:15,0,None,46.3,1.2,299.5
04-10-2021 12:15,04-10-2021 12:30,0,None,43.9,1.3,311.9
04-10-2021 12:30,04-10-2021 12:45,0.1,None,43.9,1.3,318
04-10-2021 12:45,04-10-2021 13:00,0.1,None,42.2,1.3,293.3
04-10-2021 13:00,04-10-2021 13:15,0.1,None,41.2,0.9,316.2
04-10-2021 13:15,04-10-2021 13:30,0,None,40.6,1.3,264.7
04-10-2021 13:30,04-10-2021 13:45,0,None,40.3,1.4,284.2
04-10-2021 13:45,04-10-2021 14:00,0.1,None,41.8,1.6,340
04-10-2021 14:00,04-10-2021 14:15,0,None,44.1,1.5,347.8
04-10-2021 14:15,04-10-2021 14:30,0.1,None,46.3,0.9,313.2
04-10-2021 14:30,04-10-2021 14:45,0,None,45.7,1.4,340.1
04-10-2021 14:45,04-10-2021 15:00,0,None,45.9,1.2,302.7
04-10-2021 15:00,04-10-2021 15:15,0,None,45.7,1.5,273.5
04-10-2021 15:15,04-10-2021 15:30,0,None,46,2.2,261.6
04-10-2021 15:30,04-10-2021 15:45,0,None,46.7,1.4,267.6
04-10-2021 15:45,04-10-2021 16:00,0,None,47.6,1.3,255.3
04-10-2021 16:00,04-10-2021 16:15,0,None,47.1,1.4,302.1
04-10-2021 16:15,04-10-2021 16:30,0.1,None,45.8,1.2,334.3
