From Date,To Date,PM2.5,PM10,NO,NO2,NOx
02-10-2021 23:15,02-10-2021 23:30,72,153,72.4,71.5,97.2
02-10-2021 23:30,02-10-2021 23:45,72,153,61.2,64.5,84.2
02-10-2021 23:45,03-10-2021 00:00,75,164,56.7,60.2,78.2
03-10-2021 00:00,03-10-2021 00:15,75,164,48.8,60.6,72
03-10-2021 00:15,03-10-2021 00:30,75,164,34.2,55.2,57.1
03-10-2021 00:30,03-10-2021 00:45,75,164,21.3,42.9,40.1
03-10-2021 00:45,03-10-2021 01:00,52,138,16.4,41.9,35.6
03-10-2021 01:00,03-10-2021 01:15,52,138,12.4,36.6,29.6
03-10-2021 01:15,03-10-2021 01:30,52,138,10.1,32.7,25.7
03-10-2021 01:30,03-10-2021 01:45,52,138,7.8,31.8,23.3
03-10-2021 01:45,03-10-2021 02:00,24,79,5.8,25.9,18.5
03-10-2021 02:00,03-10-2021 02:15,24,79,None,None,None
03-10-2021 02:15,03-10-2021 02:30,24,79,None,None,None
03-10-2021 02:30,03-10-2021 02:45,24,79,None,None,None
03-10-2021 02:45,03-10-2021 03:00,27,55,4.3,36.4,22.8
03-10-2021 03:00,03-10-2021 03:15,27,55,8.7,40.3,28.6
03-10-2021 03:15,03-10-2021 03:30,27,55,7.3,40.3,27.5
03-10-2021 03:30,03-10-2021 03:45,27,55,9,41.8,29.6
03-10-2021 03:45,03-10-2021 04:00,24,72,34.3,36.8,47.9
03-10-2021 04:00,03-10-2021 04:15,24,72,37.5,36.7,50.4
03-10-2021 04:15,03-10-2021 04:30,24,72,39.1,36,50.9
03-10-2021 04:30,03-10-2021 04:45,24,72,21.4,35.1,36.2
03-10-2021 04:45,03-10-2021 05:00,31,79,19,35.6,34.4
03-10-2021 05:00,03-10-2021 05:15,31,79,34.1,31.2,44.4
03-10-2021 05:15,03-10-2021 05:30,31,79,25.5,30.7,37.1
03-10-2021 05:30,03-10-2021 05:45,31,79,26.8,32.3,39
03-10-2021 05:45,03-10-2021 06:00,34,77,27.5,31.7,39.4
03-10-2021 06:00,03-10-2021 06:15,34,77,22,27.2,32.4
03-10-2021 06:15,03-10-2021 06:30,34,77,20.8,27.5,31.4
03-10-2021 06:30,03-10-2021 06:45,34,77,21.8,29.6,33.6
03-10-2021 06:45,03-10-2021 07:00,38,97,25.4,25.1,34
03-10-2021 07:00,03-10-2021 07:15,38,97,27.3,26.1,36.1
03-10-2021 07:15,03-10-2021 07:30,38,97,19.4,32.2,32.9
03-10-2021 07:30,03-10-2021 07:45,38,97,18.4,33.2,32.7
03-10-2021 07:45,03-10-2021 08:00,48,114,16.7,35.7,32.7
03-10-2021 08:00,03-10-2021 08:15,48,114,18.4,37.5,None
03-10-2021 08:15,03-10-2021 08:30,48,114,14.3,41.1,33.5
03-10-2021 08:30,03-10-2021 08:45,48,114,10.1,39.8,29.4
03-10-2021 08:45,03-10-2021 09:00,64,133,7.7,39,27
03-10-2021 09:00,03-10-2021 09:15,64,133,6.7,31.6,22.3
03-10-2021 09:15,03-10-2021 09:30,64,133,5,31.6,20.9
03-10-2021 09:30,03-10-2021 09:45,64,133,4.4,32.7,21
03-10-2021 09:45,03-10-2021 10:00,35,102,4.5,34.6,22.1
