From Date,To Date,pm2_5,pm10,NO,NO2,NOx
08-10-2021 05:00,08-10-2021 05:15,66,110,5,17,21.9
08-10-2021 05:15,08-10-2021 05:30,66,110,11.1,20.8,32
08-10-2021 05:30,08-10-2021 05:45,66,110,8.7,19.7,28.4
08-10-2021 05:45,08-10-2021 06:00,66,110,6.7,20.6,27.3
08-10-2021 06:00,08-10-2021 06:15,69,116,15.1,19.8,34.8
08-10-2021 06:15,08-10-2021 06:30,69,116,15.1,20.2,35.3
08-10-2021 06:30,08-10-2021 06:45,69,116,13.5,18.3,31.8
08-10-2021 06:45,08-10-2021 07:00,69,116,11,19.2,30.2
08-10-2021 07:00,08-10-2021 07:15,69,117,16.9,20,36.9
08-10-2021 07:15,08-10-2021 07:30,69,117,20.1,23.3,43.4
08-10-2021 07:30,08-10-2021 07:45,69,117,18.7,26.5,45.3
08-10-2021 07:45,08-10-2021 08:00,69,117,16.4,30.6,47.1
08-10-2021 08:00,08-10-2021 08:15,88,178,12.3,32.1,44.4
08-10-2021 08:15,08-10-2021 08:30,88,178,8.5,34.5,42.9
08-10-2021 08:30,08-10-2021 08:45,88,178,6.9,41.1,48.1
08-10-2021 08:45,08-10-2021 09:00,88,178,5.7,38.9,44.6
08-10-2021 09:00,08-10-2021 09:15,101,211,4.6,27.4,32.1
08-10-2021 09:15,08-10-2021 09:30,101,211,4.7,25.1,29.8
08-10-2021 09:30,08-10-2021 09:45,101,211,5.9,22.9,28.8
08-10-2021 09:45,08-10-2021 10:00,101,211,2.5,22,24.4
08-10-2021 10:00,08-10-2021 10:15,96,218,1.8,19.6,21.4
08-10-2021 10:15,08-10-2021 10:30,96,218,3.8,14.4,18.2
08-10-2021 10:30,08-10-2021 10:45,96,218,4.4,13.2,17.6
08-10-2021 10:45,08-10-2021 11:00,96,218,2.9,13.1,16
08-10-2021 11:00,08-10-2021 11:15,52,132,3,13.2,16.2
08-10-2021 11:15,08-10-2021 11:30,52,132,4.1,13.1,17.3
08-10-2021 11:30,08-10-2021 11:45,52,132,3.7,17.8,21.5
08-10-2021 11:45,08-10-2021 12:00,52,132,4.6,13.6,18.2
08-10-2021 12:00,08-10-2021 12:15,52,138,2.4,9.3,11.7
08-10-2021 12:15,08-10-2021 12:30,52,138,3.1,9.9,13
08-10-2021 12:30,08-10-2021 12:45,52,138,2.8,9.3,12.1
08-10-2021 12:45,08-10-2021 13:00,52,138,4,10.3,14.3
08-10-2021 13:00,08-10-2021 13:15,46,145,3.5,8.9,12.3
08-10-2021 13:15,08-10-2021 13:30,46,145,2.4,8.8,11.2
08-10-2021 13:30,08-10-2021 13:45,46,145,4.3,8,12.3
08-10-2021 13:45,08-10-2021 14:00,46,145,2.1,9.4,11.5
08-10-2021 14:00,08-10-2021 14:15,41,125,5.4,5.8,11.2
08-10-2021 14:15,08-10-2021 14:30,41,125,3.6,6.8,10.4
08-10-2021 14:30,08-10-2021 14:45,41,125,3.4,6.7,10.1
08-10-2021 14:45,08-10-2021 15:00,41,125,4,8.1,12.1
08-10-2021 15:00,08-10-2021 15:15,44,121,3,7.2,10.2
08-10-2021 15:15,08-10-2021 15:30,44,121,1.3,7.4,8.7
08-10-2021 15:30,08-10-2021 15:45,44,121,2.4,7.5,9.9
08-10-2021 15:45,08-10-2021 16:00,44,121,2.8,7.3,10
08-10-2021 16:00,08-10-2021 16:15,34,116,2.6,7,9.6
08-10-2021 16:15,08-10-2021 16:30,34,116,2.5,6.8,9.3
08-10-2021 16:30,08-10-2021 16:45,34,116,3.6,7.2,10.8
08-10-2021 16:45,08-10-2021 17:00,34,116,0.7,6.7,7.4
08-10-2021 17:00,08-10-2021 17:15,29,106,4.8,7.1,11.9
08-10-2021 17:15,08-10-2021 17:30,29,106,3.8,7.1,10.9
08-10-2021 17:30,08-10-2021 17:45,29,106,3,8.6,11.6
08-10-2021 17:45,08-10-2021 18:00,29,106,4.5,8.9,13.3
08-10-2021 18:00,08-10-2021 18:15,36,119,1.6,11.6,13.1
08-10-2021 18:15,08-10-2021 18:30,36,119,4,14.4,18.3
08-10-2021 18:30,08-10-2021 18:45,36,119,1.9,17,19
08-10-2021 18:45,08-10-2021 19:00,36,119,2.5,16.4,18.8
08-10-2021 19:00,08-10-2021 19:15,44,149,1.7,19.9,21.5
08-10-2021 19:15,08-10-2021 19:30,44,149,4.4,22.6,27
08-10-2021 19:30,08-10-2021 19:45,44,149,5.3,28.3,33.6
08-10-2021 19:45,08-10-2021 20:00,44,149,8.9,32.9,41.8
08-10-2021 20:00,08-10-2021 20:15,52,135,3.4,29.7,33.1
08-10-2021 20:15,08-10-2021 20:30,52,135,8.1,31.3,39.4
08-10-2021 20:30,08-10-2021 20:45,52,135,4.5,31.4,35.9
08-10-2021 20:45,08-10-2021 21:00,52,135,3.9,27,31
08-10-2021 21:00,08-10-2021 21:15,70,182,3.9,25,28.9
08-10-2021 21:15,08-10-2021 21:30,70,182,2.5,28.8,31.3
08-10-2021 21:30,08-10-2021 21:45,70,182,6.1,28.3,34.4
08-10-2021 21:45,08-10-2021 22:00,70,182,7.4,28.1,35.5
08-10-2021 22:00,08-10-2021 22:15,84,193,8.2,28.4,36.5
08-10-2021 22:15,08-10-2021 22:30,84,193,8.1,29.9,38
08-10-2021 22:30,08-10-2021 22:45,84,193,11.2,26.1,37.3
08-10-2021 22:45,08-10-2021 23:00,84,193,15.8,28.9,44.7
08-10-2021 23:00,08-10-2021 23:15,75,178,10.6,31.7,42.3
08-10-2021 23:15,08-10-2021 23:30,75,178,8.5,31.6,40
08-10-2021 23:30,08-10-2021 23:45,75,178,9.7,26.7,36.4
08-10-2021 23:45,09-10-2021 00:00,75,178,11.8,25.8,37.6
09-10-2021 00:00,09-10-2021 00:15,77,152,9.9,26,35.9
09-10-2021 00:15,09-10-2021 00:30,77,152,15.9,22.4,38.2
09-10-2021 00:30,09-10-2021 00:45,77,152,42.6,23.2,65.8
09-10-2021 00:45,09-10-2021 01:00,77,152,54.7,22.1,76.8
09-10-2021 01:00,09-10-2021 01:15,85,153,37.5,24.4,62
09-10-2021 01:15,09-10-2021 01:30,85,153,21.8,25.6,47.4
09-10-2021 01:30,09-10-2021 01:45,85,153,23.2,23.2,46.3
09-10-2021 01:45,09-10-2021 02:00,85,153,26.1,25.6,51.6
09-10-2021 02:00,09-10-2021 02:15,62,124,None,None,None
09-10-2021 02:15,09-10-2021 02:30,62,124,None,None,None
09-10-2021 02:30,09-10-2021 02:45,62,124,None,None,None
09-10-2021 02:45,09-10-2021 03:00,62,124,7.1,23.1,30.2
09-10-2021 03:00,09-10-2021 03:15,45,113,6.7,20.3,27
09-10-2021 03:15,09-10-2021 03:30,45,113,7,18.5,25.5
09-10-2021 03:30,09-10-2021 03:45,45,113,6.2,17.5,23.7
09-10-2021 03:45,09-10-2021 04:00,45,113,9.6,18.3,27.8
09-10-2021 04:00,09-10-2021 04:15,57,102,15.7,19.5,35.1
09-10-2021 04:15,09-10-2021 04:30,57,102,16.1,20,36.1
09-10-2021 04:30,09-10-2021 04:45,57,102,15.9,21.5,37.5
09-10-2021 04:45,09-10-2021 05:00,57,102,15,17.8,32.8
09-10-2021 05:00,09-10-2021 05:15,52,106,10.5,20.3,30.8
09-10-2021 05:15,09-10-2021 05:30,52,106,11.2,19.6,30.7
09-10-2021 05:30,09-10-2021 05:45,52,106,10.3,20.1,30.3
09-10-2021 05:45,09-10-2021 06:00,52,106,20.6,17.6,38.2
09-10-2021 06:00,09-10-2021 06:15,57,102,28.4,16,44.4
09-10-2021 06:15,09-10-2021 06:30,57,102,42.3,17.4,59.7
09-10-2021 06:30,09-10-2021 06:45,57,102,45.9,15.5,61.4
09-10-2021 06:45,09-10-2021 07:00,57,102,45.6,16.2,61.8
09-10-2021 07:00,09-10-2021 07:15,57,132,48.6,21.4,69.9
09-10-2021 07:15,09-10-2021 07:30,57,132,56.3,21.6,77.9
09-10-2021 07:30,09-10-2021 07:45,57,132,46.2,25.4,71.5
09-10-2021 07:45,09-10-2021 08:00,57,132,34.9,32,66.8
09-10-2021 08:00,09-10-2021 08:15,75,168,29.5,35.5,65
09-10-2021 08:15,09-10-2021 08:30,75,168,19.1,49.1,68.1
09-10-2021 08:30,09-10-2021 08:45,75,168,15.8,36.1,51.9
09-10-2021 08:45,09-10-2021 09:00,75,168,10.2,34.7,44.9
09-10-2021 09:00,09-10-2021 09:15,80,179,8.8,30.3,39
09-10-2021 09:15,09-10-2021 09:30,80,179,3.7,25.3,29
09-10-2021 09:30,09-10-2021 09:45,80,179,6.6,21.7,28.2
09-10-2021 09:45,09-10-2021 10:00,80,179,2.8,23.1,25.9
09-10-2021 10:00,09-10-2021 10:15,41,133,3.6,18.6,22.2
09-10-2021 10:15,09-10-2021 10:30,41,133,3.4,18.2,21.6
09-10-2021 10:30,09-10-2021 10:45,41,133,3.4,18.7,22
09-10-2021 10:45,09-10-2021 11:00,41,133,1.8,17.4,19.2
09-10-2021 11:00,09-10-2021 11:15,47,158,2.4,18.7,21.1
09-10-2021 11:15,09-10-2021 11:30,47,158,4.1,16.2,20.3
09-10-2021 11:30,09-10-2021 11:45,47,158,3.8,19.3,23.1
09-10-2021 11:45,09-10-2021 12:00,47,158,0.7,14.2,15
09-10-2021 12:00,09-10-2021 12:15,34,108,2.8,14.4,17.2
09-10-2021 12:15,09-10-2021 12:30,34,108,2.4,10.6,13.1
09-10-2021 12:30,09-10-2021 12:45,34,108,3.2,10.4,13.6
09-10-2021 12:45,09-10-2021 13:00,34,108,3.9,11.9,15.9
09-10-2021 13:00,09-10-2021 13:15,28,91,4.7,9.2,13.9
09-10-2021 13:15,09-10-2021 13:30,28,91,3.2,15.3,18.5
09-10-2021 13:30,09-10-2021 13:45,28,91,3.5,21.8,25.4
09-10-2021 13:45,09-10-2021 14:00,28,91,4.2,13.6,17.9
09-10-2021 14:00,09-10-2021 14:15,23,92,5.2,8.8,14
09-10-2021 14:15,09-10-2021 14:30,23,92,3.2,8.2,11.5
09-10-2021 14:30,09-10-2021 14:45,23,92,4.3,6.1,10.4
09-10-2021 14:45,09-10-2021 15:00,23,92,2.5,6.1,8.6
09-10-2021 15:00,09-10-2021 15:15,23,81,2.9,8.4,11.2
09-10-2021 15:15,09-10-2021 15:30,23,81,3.4,5.7,9
09-10-2021 15:30,09-10-2021 15:45,23,81,0.9,5.8,6.7
09-10-2021 15:45,09-10-2021 16:00,23,81,2.1,4.8,7
09-10-2021 16:00,09-10-2021 16:15,18,80,4.1,4.6,8.7
09-10-2021 16:15,09-10-2021 16:30,18,80,2.4,5.5,7.9
09-10-2021 16:30,09-10-2021 16:45,18,80,3.5,5.5,8.9
09-10-2021 16:45,09-10-2021 17:00,18,80,3.2,6,9.2
09-10-2021 17:00,09-10-2021 17:15,23,84,1.9,8.5,10.3
09-10-2021 17:15,09-10-2021 17:30,23,84,3.8,7.3,11.1
09-10-2021 17:30,09-10-2021 17:45,23,84,4.2,11,15.2
09-10-2021 17:45,09-10-2021 18:00,23,84,3,15.3,18.3
09-10-2021 18:00,09-10-2021 18:15,18,96,4.7,21.7,26.5
09-10-2021 18:15,09-10-2021 18:30,18,96,4.2,27.1,31.3
09-10-2021 18:30,09-10-2021 18:45,18,96,14.9,32.7,47.6
09-10-2021 18:45,09-10-2021 19:00,18,96,10.4,32,42.4
09-10-2021 19:00,09-10-2021 19:15,36,123,7,31.4,38.5
09-10-2021 19:15,09-10-2021 19:30,36,123,4.6,29.8,34.4
09-10-2021 19:30,09-10-2021 19:45,36,123,7.3,24.7,32
09-10-2021 19:45,09-10-2021 20:00,36,123,6.9,26.5,33.4
09-10-2021 20:00,09-10-2021 20:15,53,143,14.3,30.3,44.6
09-10-2021 20:15,09-10-2021 20:30,53,143,16.8,33.1,49.9
09-10-2021 20:30,09-10-2021 20:45,53,143,11.2,30.7,41.8
09-10-2021 20:45,09-10-2021 21:00,53,143,9.5,32.8,42.3
09-10-2021 21:00,09-10-2021 21:15,47,150,7.6,31.4,39
09-10-2021 21:15,09-10-2021 21:30,47,150,7.7,31,38.7
09-10-2021 21:30,09-10-2021 21:45,47,150,21.6,25.5,47.1
09-10-2021 21:45,09-10-2021 22:00,47,150,36.4,20.8,57.3
09-10-2021 22:00,09-10-2021 22:15,59,152,31.6,24.1,55.7
09-10-2021 22:15,09-10-2021 22:30,59,152,28.6,21.3,49.9
09-10-2021 22:30,09-10-2021 22:45,59,152,21.5,20.9,42.4
09-10-2021 22:45,09-10-2021 23:00,59,152,12.3,23.2,35.5
09-10-2021 23:00,09-10-2021 23:15,62,139,14,23.9,37.9
09-10-2021 23:15,09-10-2021 23:30,62,139,9.2,29.3,38.4
09-10-2021 23:30,09-10-2021 23:45,62,139,14.4,29.2,43.6
09-10-2021 23:45,10-10-2021 00:00,62,139,31.8,26.4,58.2
10-10-2021 00:00,10-10-2021 00:15,59,138,29.8,25.1,54.8
10-10-2021 00:15,10-10-2021 00:30,59,138,23.9,25.5,49.4
10-10-2021 00:30,10-10-2021 00:45,59,138,22.5,25.6,48.1
10-10-2021 00:45,10-10-2021 01:00,59,138,24.4,22.2,46.5
10-10-2021 01:00,10-10-2021 01:15,56,116,28.2,22.6,50.8
10-10-2021 01:15,10-10-2021 01:30,56,116,30.8,21.7,52.5
10-10-2021 01:30,10-10-2021 01:45,56,116,23.6,23.9,47.5
10-10-2021 01:45,10-10-2021 02:00,56,116,29.4,21.4,50.8
10-10-2021 02:00,10-10-2021 02:15,48,127,None,None,None
10-10-2021 02:15,10-10-2021 02:30,48,127,None,None,None
10-10-2021 02:30,10-10-2021 02:45,48,127,None,None,None
10-10-2021 02:45,10-10-2021 03:00,48,127,25.5,19.7,45.2
10-10-2021 03:00,10-10-2021 03:15,46,108,26.8,18.9,45.7
10-10-2021 03:15,10-10-2021 03:30,46,108,22.7,17.8,40.5
10-10-2021 03:30,10-10-2021 03:45,46,108,22.3,17.3,39.6
10-10-2021 03:45,10-10-2021 04:00,46,108,23.7,15.6,39.3
10-10-2021 04:00,10-10-2021 04:15,44,101,27.2,17.6,44.7
10-10-2021 04:15,10-10-2021 04:30,44,101,24,16,40
10-10-2021 04:30,10-10-2021 04:45,44,101,22.4,16.5,38.9
10-10-2021 04:45,10-10-2021 05:00,44,101,26,17.2,43.1
10-10-2021 05:00,10-10-2021 05:15,46,100,29.3,16.1,45.4
10-10-2021 05:15,10-10-2021 05:30,46,100,26.7,17.7,44.4
10-10-2021 05:30,10-10-2021 05:45,46,100,22.7,16.4,39.1
10-10-2021 05:45,10-10-2021 06:00,46,100,26.3,14.2,40.5
10-10-2021 06:00,10-10-2021 06:15,44,101,29.5,16.1,45.6
10-10-2021 06:15,10-10-2021 06:30,44,101,32,11.9,43.9
10-10-2021 06:30,10-10-2021 06:45,44,101,30.5,14.9,45.4
10-10-2021 06:45,10-10-2021 07:00,44,101,39.6,16,55.7
10-10-2021 07:00,10-10-2021 07:15,51,107,44.9,19.2,64.1
10-10-2021 07:15,10-10-2021 07:30,51,107,37.9,17.9,55.7
10-10-2021 07:30,10-10-2021 07:45,51,107,32.2,20.5,52.7
10-10-2021 07:45,10-10-2021 08:00,51,107,26,22.3,48.3
10-10-2021 08:00,10-10-2021 08:15,42,149,18.6,35.3,53.9
10-10-2021 08:15,10-10-2021 08:30,42,149,14.1,28.8,42.8
10-10-2021 08:30,10-10-2021 08:45,42,149,8,25.6,33.7
10-10-2021 08:45,10-10-2021 09:00,42,149,5.9,25.1,31
10-10-2021 09:00,10-10-2021 09:15,53,140,6.9,21.9,28.8
10-10-2021 09:15,10-10-2021 09:30,53,140,6.1,21.1,27.2
10-10-2021 09:30,10-10-2021 09:45,53,140,3.9,16.5,20.4
10-10-2021 09:45,10-10-2021 10:00,53,140,4.6,15.4,20
10-10-2021 10:00,10-10-2021 10:15,50,163,5.3,13.4,18.8
10-10-2021 10:15,10-10-2021 10:30,50,163,4.8,15.5,20.4
10-10-2021 10:30,10-10-2021 10:45,50,163,5.9,20.8,26.6
10-10-2021 10:45,10-10-2021 11:00,50,163,4.3,23,27.3
10-10-2021 11:00,10-10-2021 11:15,35,129,4.7,13.6,18.4
10-10-2021 11:15,10-10-2021 11:30,35,129,3,18.8,21.8
10-10-2021 11:30,10-10-2021 11:45,35,129,2.1,19.5,21.6
10-10-2021 11:45,10-10-2021 12:00,35,129,3.7,18.8,22.5
10-10-2021 12:00,10-10-2021 12:15,40,113,3.5,14.4,17.9
10-10-2021 12:15,10-10-2021 12:30,40,113,4.6,15.2,19.7
10-10-2021 12:30,10-10-2021 12:45,40,113,3,9.8,12.8
10-10-2021 12:45,10-10-2021 13:00,40,113,3.2,9.8,13
10-10-2021 13:00,10-10-2021 13:15,25,95,4,9.6,13.6
10-10-2021 13:15,10-10-2021 13:30,25,95,1.9,10.2,12
10-10-2021 13:30,10-10-2021 13:45,25,95,3,8.1,11.1
10-10-2021 13:45,10-10-2021 14:00,25,95,3.6,6.4,10
10-10-2021 14:00,10-10-2021 14:15,18,79,2.5,9.4,11.9
10-10-2021 14:15,10-10-2021 14:30,18,79,4,6.4,10.4
10-10-2021 14:30,10-10-2021 14:45,18,79,3.8,6.6,10.3
10-10-2021 14:45,10-10-2021 15:00,18,79,4.2,6.8,10.9
10-10-2021 15:00,10-10-2021 15:15,24,85,3.1,6.9,10
10-10-2021 15:15,10-10-2021 15:30,24,85,3.2,5.9,9.1
10-10-2021 15:30,10-10-2021 15:45,24,85,1.1,6.9,8
10-10-2021 15:45,10-10-2021 16:00,24,85,0.3,6.5,6.8
10-10-2021 16:00,10-10-2021 16:15,20,74,3.4,4.7,8.1
10-10-2021 16:15,10-10-2021 16:30,20,74,4.1,5,9.1
10-10-2021 16:30,10-10-2021 16:45,20,74,2.3,5.8,8.1
10-10-2021 16:45,10-10-2021 17:00,20,74,3.4,4.9,8.3
10-10-2021 17:00,10-10-2021 17:15,19,70,4,4.8,8.8
10-10-2021 17:15,10-10-2021 17:30,19,70,3.9,4.9,8.8
10-10-2021 17:30,10-10-2021 17:45,19,70,3.5,6.6,10
10-10-2021 17:45,10-10-2021 18:00,19,70,4,8.6,12.7
10-10-2021 18:00,10-10-2021 18:15,25,70,3.6,9.4,13
10-10-2021 18:15,10-10-2021 18:30,25,70,19.4,27.8,47.2
10-10-2021 18:30,10-10-2021 18:45,25,70,8.6,29.1,37.7
10-10-2021 18:45,10-10-2021 19:00,25,70,12,38,50
10-10-2021 19:00,10-10-2021 19:15,31,146,10.9,34.5,45.4
10-10-2021 19:15,10-10-2021 19:30,31,146,7.2,32.3,39.5
10-10-2021 19:30,10-10-2021 19:45,31,146,5.4,30.4,35.8
10-10-2021 19:45,10-10-2021 20:00,31,146,5.9,27,32.8
10-10-2021 20:00,10-10-2021 20:15,29,97,1.1,22.8,23.9
10-10-2021 20:15,10-10-2021 20:30,29,97,6.7,24.2,30.9
10-10-2021 20:30,10-10-2021 20:45,29,97,25.8,35.9,61.7
10-10-2021 20:45,10-10-2021 21:00,29,97,28.8,35,63.8
10-10-2021 21:00,10-10-2021 21:15,46,124,32.2,28.2,60.4
10-10-2021 21:15,10-10-2021 21:30,46,124,23,29.4,52.4
10-10-2021 21:30,10-10-2021 21:45,46,124,13,29.3,42.3
10-10-2021 21:45,10-10-2021 22:00,46,124,14,27.8,41.8
10-10-2021 22:00,10-10-2021 22:15,46,134,26.1,26,52.1
10-10-2021 22:15,10-10-2021 22:30,46,134,17.1,24.6,41.6
10-10-2021 22:30,10-10-2021 22:45,46,134,10.8,24.1,34.9
10-10-2021 22:45,10-10-2021 23:00,46,134,12.2,28,40.1
10-10-2021 23:00,10-10-2021 23:15,48,135,12.6,31.6,44.1
10-10-2021 23:15,10-10-2021 23:30,48,135,18.1,29.7,47.8
10-10-2021 23:30,10-10-2021 23:45,48,135,38.5,22,60.5
10-10-2021 23:45,11-10-2021 00:00,48,135,43.2,21.2,64.5
11-10-2021 00:00,11-10-2021 00:15,53,162,25.4,25.6,51
11-10-2021 00:15,11-10-2021 00:30,53,162,20.7,27,47.7
11-10-2021 00:30,11-10-2021 00:45,53,162,21.3,28.7,50
11-10-2021 00:45,11-10-2021 01:00,53,162,22.1,28.7,50.8
11-10-2021 01:00,11-10-2021 01:15,61,145,20.9,28,48.9
11-10-2021 01:15,11-10-2021 01:30,61,145,37.7,24.7,62.2
11-10-2021 01:30,11-10-2021 01:45,61,145,43.9,23.4,67.3
11-10-2021 01:45,11-10-2021 02:00,61,145,35.8,24,59.8
11-10-2021 02:00,11-10-2021 02:15,57,132,None,None,None
11-10-2021 02:15,11-10-2021 02:30,57,132,None,None,None
11-10-2021 02:30,11-10-2021 02:45,57,132,None,None,None
11-10-2021 02:45,11-10-2021 03:00,57,132,37.6,21.4,59
11-10-2021 03:00,11-10-2021 03:15,59,122,39.3,23.2,62.6
11-10-2021 03:15,11-10-2021 03:30,59,122,34.3,26.1,60.4
11-10-2021 03:30,11-10-2021 03:45,59,122,31.5,26.2,57.7
11-10-2021 03:45,11-10-2021 04:00,59,122,32.8,24.4,57.2
11-10-2021 04:00,11-10-2021 04:15,66,147,35,21.8,56.7
11-10-2021 04:15,11-10-2021 04:30,66,147,39.3,19.3,58.6
11-10-2021 04:30,11-10-2021 04:45,66,147,48.2,18.1,66.3
11-10-2021 04:45,11-10-2021 05:00,66,147,46.2,19.1,65.3
11-10-2021 05:00,11-10-2021 05:15,61,127,51.4,25.5,76.9
11-10-2021 05:15,11-10-2021 05:30,61,127,53.2,24.7,77.9
11-10-2021 05:30,11-10-2021 05:45,61,127,52.6,25.7,78.3
11-10-2021 05:45,11-10-2021 06:00,61,127,48.9,24.9,73.8
11-10-2021 06:00,11-10-2021 06:15,84,162,46.4,22.9,69.4
11-10-2021 06:15,11-10-2021 06:30,84,162,45.7,24.7,70.4
11-10-2021 06:30,11-10-2021 06:45,84,162,50.3,22.1,72.3
11-10-2021 06:45,11-10-2021 07:00,84,162,51.1,20.3,71.5
11-10-2021 07:00,11-10-2021 07:15,83,171,50.3,24.2,74.4
11-10-2021 07:15,11-10-2021 07:30,83,171,53.3,25.6,78.9
11-10-2021 07:30,11-10-2021 07:45,83,171,43.4,24.4,67.8
11-10-2021 07:45,11-10-2021 08:00,83,171,36.8,27.5,64.2
11-10-2021 08:00,11-10-2021 08:15,81,150,21.8,28.3,50.1
11-10-2021 08:15,11-10-2021 08:30,81,150,18.1,29,47
11-10-2021 08:30,11-10-2021 08:45,81,150,11.6,31.8,43.4
11-10-2021 08:45,11-10-2021 09:00,81,150,7.1,24,31.1
11-10-2021 09:00,11-10-2021 09:15,64,136,6.7,21.1,27.7
11-10-2021 09:15,11-10-2021 09:30,64,136,4.5,19.5,24.1
11-10-2021 09:30,11-10-2021 09:45,64,136,5.4,17.3,22.7
11-10-2021 09:45,11-10-2021 10:00,64,136,4.3,15.9,20.3
11-10-2021 10:00,11-10-2021 10:15,20,61,2.3,14.9,17.2
11-10-2021 10:15,11-10-2021 10:30,20,61,4.4,13.6,18
11-10-2021 10:30,11-10-2021 10:45,20,61,3.1,16.2,19.3
11-10-2021 10:45,11-10-2021 11:00,20,61,3.8,15.3,19
11-10-2021 11:00,11-10-2021 11:15,27,61,4.7,20.6,25.3
11-10-2021 11:15,11-10-2021 11:30,27,61,3.4,12.5,16
11-10-2021 11:30,11-10-2021 11:45,27,61,5.3,10.1,15.4
11-10-2021 11:45,11-10-2021 12:00,27,61,4.5,12.1,16.5
11-10-2021 12:00,11-10-2021 12:15,34,72,3,8.1,11.1
11-10-2021 12:15,11-10-2021 12:30,34,72,5.1,15.7,20.7
11-10-2021 12:30,11-10-2021 12:45,34,72,3.4,10.1,13.5
11-10-2021 12:45,11-10-2021 13:00,34,72,3,8.7,11.7
11-10-2021 13:00,11-10-2021 13:15,18,51,4.7,11.8,16.4
11-10-2021 13:15,11-10-2021 13:30,18,51,4.5,12.3,16.7
11-10-2021 13:30,11-10-2021 13:45,18,51,4.7,8.9,13.6
11-10-2021 13:45,11-10-2021 14:00,18,51,3.3,7.8,11.1
11-10-2021 14:00,11-10-2021 14:15,24,58,3.9,8.6,12.5
11-10-2021 14:15,11-10-2021 14:30,24,58,3.7,6.6,10.3
11-10-2021 14:30,11-10-2021 14:45,24,58,2.5,6,8.5
11-10-2021 14:45,11-10-2021 15:00,24,58,3.9,6.1,10
11-10-2021 15:00,11-10-2021 15:15,20,62,4.1,6.8,10.9
11-10-2021 15:15,11-10-2021 15:30,20,62,3,8.1,11
11-10-2021 15:30,11-10-2021 15:45,20,62,2.3,7.7,10
11-10-2021 15:45,11-10-2021 16:00,20,62,3.3,8,11.3
11-10-2021 16:00,11-10-2021 16:15,22,62,3.1,6.7,9.8
11-10-2021 16:15,11-10-2021 16:30,22,62,4.8,6.2,10.9
11-10-2021 16:30,11-10-2021 16:45,22,62,4.9,6.1,10.9
11-10-2021 16:45,11-10-2021 17:00,22,62,2.1,7.2,9.3
11-10-2021 17:00,11-10-2021 17:15,19,73,1.9,6.9,8.9
11-10-2021 17:15,11-10-2021 17:30,19,73,2.6,6.7,9.3
11-10-2021 17:30,11-10-2021 17:45,19,73,2.9,8.1,10.9
11-10-2021 17:45,11-10-2021 18:00,19,73,4.2,9.9,14.1
11-10-2021 18:00,11-10-2021 18:15,23,83,4.7,14,18.6
11-10-2021 18:15,11-10-2021 18:30,23,83,3.8,14.7,18.6
11-10-2021 18:30,11-10-2021 18:45,23,83,3.7,15,18.7
11-10-2021 18:45,11-10-2021 19:00,23,83,2.4,18.1,20.5
11-10-2021 19:00,11-10-2021 19:15,56,157,5.3,33.1,38.3
11-10-2021 19:15,11-10-2021 19:30,56,157,5.7,32.7,38.4
11-10-2021 19:30,11-10-2021 19:45,56,157,4.4,29.4,33.9
11-10-2021 19:45,11-10-2021 20:00,56,157,3.9,33.6,37.5
11-10-2021 20:00,11-10-2021 20:15,56,174,5,36.7,41.7
11-10-2021 20:15,11-10-2021 20:30,56,174,6.2,39,45.2
11-10-2021 20:30,11-10-2021 20:45,56,174,6.3,35.6,42
11-10-2021 20:45,11-10-2021 21:00,56,174,7.7,29.8,37.5
11-10-2021 21:00,11-10-2021 21:15,72,189,20.6,33.6,54.2
11-10-2021 21:15,11-10-2021 21:30,72,189,49,27.9,76.9
11-10-2021 21:30,11-10-2021 21:45,72,189,53.2,26.6,79.8
11-10-2021 21:45,11-10-2021 22:00,72,189,49.6,33.9,83.5
11-10-2021 22:00,11-10-2021 22:15,64,191,47.3,33.2,80.4
11-10-2021 22:15,11-10-2021 22:30,64,191,43.8,32.9,76.7
11-10-2021 22:30,11-10-2021 22:45,64,191,66.6,28.2,94.8
11-10-2021 22:45,11-10-2021 23:00,64,191,49.2,28.1,77.3
11-10-2021 23:00,11-10-2021 23:15,73,194,34.2,27.6,61.8
11-10-2021 23:15,11-10-2021 23:30,73,194,35.8,24.9,60.7
11-10-2021 23:30,11-10-2021 23:45,73,194,33.3,26.1,59.4
11-10-2021 23:45,12-10-2021 00:00,73,194,22.5,27.4,49.9
12-10-2021 00:00,12-10-2021 00:15,63,173,17.4,29.8,47.2
12-10-2021 00:15,12-10-2021 00:30,63,173,19.8,25.9,45.6
12-10-2021 00:30,12-10-2021 00:45,63,173,21.9,24.5,46.3
12-10-2021 00:45,12-10-2021 01:00,63,173,19.3,24.1,43.4
12-10-2021 01:00,12-10-2021 01:15,66,139,24.5,22.9,47.4
12-10-2021 01:15,12-10-2021 01:30,66,139,31.3,22.7,54
12-10-2021 01:30,12-10-2021 01:45,66,139,36,22,58
12-10-2021 01:45,12-10-2021 02:00,66,139,34.7,25.5,60.2
12-10-2021 02:00,12-10-2021 02:15,62,151,None,None,None
12-10-2021 02:15,12-10-2021 02:30,62,151,None,None,None
12-10-2021 02:30,12-10-2021 02:45,62,151,None,None,None
