From Date,To Date,PM2.5,PM10,NO,NO2,NOx



From Date,To Date,NH3,SO2,CO,Ozone,Benzene
01-11-2021 00:00,01-11-2021 00:15,45.6,0.1,0.9,None,0.4
01-11-2021 00:15,01-11-2021 00:30,45.8,None,1,None,0.4
01-11-2021 00:30,01-11-2021 00:45,45.1,0.2,1,None,0.4
01-11-2021 00:45,01-11-2021 01:00,45.7,0.2,1,None,0.5
01-11-2021 01:00,01-11-2021 01:15,43.5,None,1,None,0.5
01-11-2021 01:15,01-11-2021 01:30,47.8,0.1,0.9,None,0.5
01-11-2021 01:30,01-11-2021 01:45,44.8,0.1,0.9,None,0.4
01-11-2021 01:45,01-11-2021 02:00,40.8,None,1,None,0.4
01-11-2021 02:00,01-11-2021 02:15,None,None,None,None,0.5
01-11-2021 02:15,01-11-2021 02:30,None,None,None,None,0.5
01-11-2021 02:30,01-11-2021 02:45,None,None,None,None,0.6
01-11-2021 02:45,01-11-2021 03:00,43.3,0.4,1.1,None,0.5
01-11-2021 03:00,01-11-2021 03:15,41.4,0.4,1.1,None,0.5
01-11-2021 03:15,01-11-2021 03:30,39,0.6,1.1,None,0.6
01-11-2021 03:30,01-11-2021 03:45,38.4,0.8,1.1,None,0.5
01-11-2021 03:45,01-11-2021 04:00,39.9,0.5,1,None,0.6
01-11-2021 04:00,01-11-2021 04:15,41,0.6,1,None,0.5
01-11-2021 04:15,01-11-2021 04:30,39.7,0.7,1,None,0.5
01-11-2021 04:30,01-11-2021 04:45,38.9,0.7,0.9,None,0.6
01-11-2021 04:45,01-11-2021 05:00,40.6,0.6,0.9,None,0.5
01-11-2021 05:00,01-11-2021 05:15,41.7,0.8,0.9,None,0.5
01-11-2021 05:15,01-11-2021 05:30,41.5,0.8,0.9,0.4,0.6
01-11-2021 05:30,01-11-2021 05:45,39.6,0.9,0.9,0.2,0.6
01-11-2021 05:45,01-11-2021 06:00,39,0.8,1,None,0.6
01-11-2021 06:00,01-11-2021 06:15,38.3,0.8,1,None,0.6
01-11-2021 06:15,01-11-2021 06:30,38,0.8,1,0.2,0.6
01-11-2021 06:30,01-11-2021 06:45,33,0.9,1.1,None,0.6
01-11-2021 06:45,01-11-2021 07:00,36.6,1,1.2,0.1,0.7
01-11-2021 07:00,01-11-2021 07:15,40,1,1.3,None,0.8
01-11-2021 07:15,01-11-2021 07:30,42.1,1.1,1.3,None,0.8
01-11-2021 07:30,01-11-2021 07:45,39.3,1.1,1.3,None,0.7
01-11-2021 07:45,01-11-2021 08:00,38.8,None,1.3,None,0.8
01-11-2021 08:00,01-11-2021 08:15,46.1,1.1,1.3,None,0.9
01-11-2021 08:15,01-11-2021 08:30,51.8,0.9,1.3,None,0.8
01-11-2021 08:30,01-11-2021 08:45,55.2,1.1,1.2,None,0.7
01-11-2021 08:45,01-11-2021 09:00,51.2,1.2,1.2,None,0.7
01-11-2021 09:00,01-11-2021 09:15,49.5,1.4,1,None,0.7
01-11-2021 09:15,01-11-2021 09:30,53.2,1.8,0.8,None,0.6
01-11-2021 09:30,01-11-2021 09:45,48.6,1.9,0.7,None,0.5
01-11-2021 09:45,01-11-2021 10:00,47.1,2,0.6,None,0.5
01-11-2021 10:00,01-11-2021 10:15,46.2,2,0.5,None,0.3
01-11-2021 10:15,01-11-2021 10:30,44.8,2.4,0.5,None,0.3
01-11-2021 10:30,01-11-2021 10:45,48.6,2.4,0.4,None,0.3
01-11-2021 10:45,01-11-2021 11:00,49.7,1.8,0.4,None,0.3
01-11-2021 11:00,01-11-2021 11:15,50,1.7,0.4,None,0.3
01-11-2021 11:15,01-11-2021 11:30,51.1,1.6,0.4,None,0.3
01-11-2021 11:30,01-11-2021 11:45,49.9,1.5,0.4,None,0.3
01-11-2021 11:45,01-11-2021 12:00,49,1.4,0.3,None,0.2
01-11-2021 12:00,01-11-2021 12:15,48.9,1.4,0.3,None,0.2
01-11-2021 12:15,01-11-2021 12:30,50.7,1.4,0.3,None,0.2
01-11-2021 12:30,01-11-2021 12:45,51.2,1.3,0.3,None,0.2
01-11-2021 12:45,01-11-2021 13:00,50.6,1.3,0.3,None,0.3
01-11-2021 13:00,01-11-2021 13:15,50.6,1.3,0.3,None,0.2
01-11-2021 13:15,01-11-2021 13:30,49.2,1.2,0.3,None,0.2
01-11-2021 13:30,01-11-2021 13:45,49,1,0.2,None,0.2
01-11-2021 13:45,01-11-2021 14:00,48.7,None,None,None,0.2
01-11-2021 14:00,01-11-2021 14:15,47.5,1.2,0.6,None,0.2
01-11-2021 14:15,01-11-2021 14:30,47,1.6,0.6,None,0.2
01-11-2021 14:30,01-11-2021 14:45,45.8,1.5,0.6,None,0.2
01-11-2021 14:45,01-11-2021 15:00,44.1,1.5,None,None,0.1
01-11-2021 15:00,01-11-2021 15:15,44,1.6,0.6,None,0.1
01-11-2021 15:15,01-11-2021 15:30,43.5,1.7,0.6,None,0.1
01-11-2021 15:30,01-11-2021 15:45,43.7,1.8,0.6,None,0.1
01-11-2021 15:45,01-11-2021 16:00,45,1.8,0.6,None,0.1
01-11-2021 16:00,01-11-2021 16:15,46.3,1.8,0.6,None,0.2
01-11-2021 16:15,01-11-2021 16:30,47.3,2.2,0.6,None,0.1
01-11-2021 16:30,01-11-2021 16:45,47.7,2.4,0.7,None,0.1
01-11-2021 16:45,01-11-2021 17:00,49.2,2.5,0.7,None,0.1
01-11-2021 17:00,01-11-2021 17:15,51.1,2.7,0.7,None,0.2
01-11-2021 17:15,01-11-2021 17:30,51.3,2.8,0.7,None,0.2
01-11-2021 17:30,01-11-2021 17:45,51.4,2.8,0.8,None,0.3
01-11-2021 17:45,01-11-2021 18:00,52.3,2.9,0.8,None,0.3
01-11-2021 18:00,01-11-2021 18:15,51.4,2.7,0.9,None,0.3
01-11-2021 18:15,01-11-2021 18:30,50.5,2.6,0.9,None,0.3
01-11-2021 18:30,01-11-2021 18:45,49.7,2.5,0.9,None,0.3
01-11-2021 18:45,01-11-2021 19:00,50.8,2.4,1,None,0.4
01-11-2021 19:00,01-11-2021 19:15,51.8,2.1,1,None,0.5
01-11-2021 19:15,01-11-2021 19:30,52.9,1.9,1.1,None,0.5
01-11-2021 19:30,01-11-2021 19:45,54,2.3,1.1,None,0.5
01-11-2021 19:45,01-11-2021 20:00,55.6,None,1.1,None,0.5
01-11-2021 20:00,01-11-2021 20:15,55.9,2.2,1.1,None,0.5
01-11-2021 20:15,01-11-2021 20:30,56.1,1.7,1.1,None,0.5
01-11-2021 20:30,01-11-2021 20:45,57.2,1.7,1.1,None,0.5
01-11-2021 20:45,01-11-2021 21:00,57.3,1.8,1.1,None,0.5
01-11-2021 21:00,01-11-2021 21:15,57.8,1.6,1.1,None,0.4
01-11-2021 21:15,01-11-2021 21:30,56.8,1.4,1.1,None,0.5
01-11-2021 21:30,01-11-2021 21:45,54.9,1.5,1.1,None,0.5
01-11-2021 21:45,01-11-2021 22:00,55.5,1.6,1.1,None,0.4
01-11-2021 22:00,01-11-2021 22:15,56,1.6,1.1,None,0.5
01-11-2021 22:15,01-11-2021 22:30,56.2,1.7,1.1,None,0.4
01-11-2021 22:30,01-11-2021 22:45,56.7,1.5,1.1,None,0.5
01-11-2021 22:45,01-11-2021 23:00,57.5,1.4,1.1,None,0.6
01-11-2021 23:00,01-11-2021 23:15,57,1.3,1.1,None,0.5
01-11-2021 23:15,01-11-2021 23:30,55.8,1.1,1.1,None,0.6
01-11-2021 23:30,01-11-2021 23:45,57.5,1,1,None,0.5
01-11-2021 23:45,02-11-2021 00:00,57.7,1,1,None,0.5
02-11-2021 00:00,02-11-2021 00:15,56.9,1,1,0.7,0.5
02-11-2021 00:15,02-11-2021 00:30,56.7,1,1,0.6,0.5
02-11-2021 00:30,02-11-2021 00:45,56.2,1.2,1,0.4,0.5
02-11-2021 00:45,02-11-2021 01:00,56.2,1.7,0.9,None,0.5
02-11-2021 01:00,02-11-2021 01:15,57.6,2.1,0.9,None,0.5
02-11-2021 01:15,02-11-2021 01:30,63.1,2.2,0.9,None,0.5
02-11-2021 01:30,02-11-2021 01:45,64.5,2.1,0.9,None,0.5
02-11-2021 01:45,02-11-2021 02:00,62.3,None,0.8,None,0.4
02-11-2021 02:00,02-11-2021 02:15,None,None,None,None,0.5
02-11-2021 02:15,02-11-2021 02:30,None,None,None,None,0.5
02-11-2021 02:30,02-11-2021 02:45,None,None,None,None,0.4
02-11-2021 02:45,02-11-2021 03:00,66.8,2,0.8,None,0.4
02-11-2021 03:00,02-11-2021 03:15,67.7,2.3,0.8,None,0.4
02-11-2021 03:15,02-11-2021 03:30,66,2.5,0.7,None,0.4
02-11-2021 03:30,02-11-2021 03:45,66,2.6,0.7,None,0.5
02-11-2021 03:45,02-11-2021 04:00,66.9,2.4,0.7,None,0.4
02-11-2021 04:00,02-11-2021 04:15,66.9,1.8,0.7,None,0.4
02-11-2021 04:15,02-11-2021 04:30,65.6,1.5,0.7,None,0.3
02-11-2021 04:30,02-11-2021 04:45,63.1,1.2,0.7,None,0.3
02-11-2021 04:45,02-11-2021 05:00,63,1.2,0.6,None,0.4
02-11-2021 05:00,02-11-2021 05:15,63,0.9,0.6,None,0.3
02-11-2021 05:15,02-11-2021 05:30,62.8,0.9,0.6,None,0.4
02-11-2021 05:30,02-11-2021 05:45,63.2,0.8,0.6,None,0.3
02-11-2021 05:45,02-11-2021 06:00,63.6,0.8,0.6,None,0.4
02-11-2021 06:00,02-11-2021 06:15,64.3,0.7,0.6,None,0.4
02-11-2021 06:15,02-11-2021 06:30,63.9,0.7,0.6,0.5,0.3
02-11-2021 06:30,02-11-2021 06:45,63.8,0.5,0.6,0.7,0.4
02-11-2021 06:45,02-11-2021 07:00,65.4,0.6,0.6,0.3,0.4
02-11-2021 07:00,02-11-2021 07:15,70.4,0.6,0.6,0.6,0.5
02-11-2021 07:15,02-11-2021 07:30,75.8,0.6,0.7,0.5,0.5
02-11-2021 07:30,02-11-2021 07:45,73.8,0.7,0.7,1.5,0.5
02-11-2021 07:45,02-11-2021 08:00,70.4,None,0.7,1.2,0.5
02-11-2021 08:00,02-11-2021 08:15,70.4,0.9,0.8,1,0.5
02-11-2021 08:15,02-11-2021 08:30,70.5,1.2,0.8,0.6,0.5
02-11-2021 08:30,02-11-2021 08:45,69.4,1.5,0.8,0.2,0.5
02-11-2021 08:45,02-11-2021 09:00,68.9,1.7,0.8,None,0.5
02-11-2021 09:00,02-11-2021 09:15,58.7,1.8,0.7,None,0.6
02-11-2021 09:15,02-11-2021 09:30,57.8,1.8,0.6,None,0.5
02-11-2021 09:30,02-11-2021 09:45,56.9,1.8,0.5,None,0.4
02-11-2021 09:45,02-11-2021 10:00,56.7,1.9,0.5,None,0.3
02-11-2021 10:00,02-11-2021 10:15,59.5,1.8,0.5,None,0.3
02-11-2021 10:15,02-11-2021 10:30,58,1.8,0.4,None,0.3
02-11-2021 10:30,02-11-2021 10:45,58.7,1.7,0.4,None,0.3
02-11-2021 10:45,02-11-2021 11:00,56.7,1.8,0.4,None,0.3
02-11-2021 11:00,02-11-2021 11:15,55.5,1.8,0.3,None,0.3
02-11-2021 11:15,02-11-2021 11:30,57.5,1.7,0.3,None,0.3
02-11-2021 11:30,02-11-2021 11:45,59.1,1.7,0.3,None,0.3
02-11-2021 11:45,02-11-2021 12:00,61.4,1.8,0.3,None,0.3
02-11-2021 12:00,02-11-2021 12:15,62.8,1.8,0.3,None,0.3
02-11-2021 12:15,02-11-2021 12:30,60.9,1.9,0.3,None,0.3
02-11-2021 12:30,02-11-2021 12:45,60.4,1.8,0.3,None,0.3
02-11-2021 12:45,02-11-2021 13:00,61.6,1.6,0.3,None,0.2
02-11-2021 13:00,02-11-2021 13:15,63.3,1.8,0.3,None,0.2
02-11-2021 13:15,02-11-2021 13:30,44.6,1.8,0.3,24.8,0.2
02-11-2021 13:30,02-11-2021 13:45,2.8,1.8,0.3,33.9,0.2
02-11-2021 13:45,02-11-2021 14:00,1.7,None,None,40.7,0.3
02-11-2021 14:00,02-11-2021 14:15,1,1.7,0.7,47.6,0.2
02-11-2021 14:15,02-11-2021 14:30,0.4,1.7,0.8,52.6,0.2
02-11-2021 14:30,02-11-2021 14:45,0.9,1.8,0.8,57.2,0.3
02-11-2021 14:45,02-11-2021 15:00,20.8,1.9,0.8,60,0.2
02-11-2021 15:00,02-11-2021 15:15,32.7,1.8,0.7,61.7,0.3
02-11-2021 15:15,02-11-2021 15:30,39.5,1.6,0.7,63.6,0.2
02-11-2021 15:30,02-11-2021 15:45,48.1,1.6,0.7,64.7,0.2
02-11-2021 15:45,02-11-2021 16:00,50.1,1.5,0.7,64.5,0.2
02-11-2021 16:00,02-11-2021 16:15,52.3,1.5,0.7,61.4,0.2
02-11-2021 16:15,02-11-2021 16:30,56,1.4,0.7,61.5,0.2
02-11-2021 16:30,02-11-2021 16:45,57.1,1.4,0.7,62,0.3
02-11-2021 16:45,02-11-2021 17:00,57.2,1.2,0.7,60.1,0.2
02-11-2021 17:00,02-11-2021 17:15,56.8,1.1,0.7,57.6,0.2
02-11-2021 17:15,02-11-2021 17:30,57,1,0.7,54,0.2
02-11-2021 17:30,02-11-2021 17:45,56.2,1,0.7,51.5,0.2
02-11-2021 17:45,02-11-2021 18:00,None,0.9,0.7,47,0.2
02-11-2021 18:00,02-11-2021 18:15,None,1,0.8,43.1,0.3
02-11-2021 18:15,02-11-2021 18:30,46.6,1.1,0.8,38.2,0.4
02-11-2021 18:30,02-11-2021 18:45,46.9,1.1,0.9,33.2,0.5
02-11-2021 18:45,02-11-2021 19:00,48.7,1.2,0.9,31.8,0.4
02-11-2021 19:00,02-11-2021 19:15,47.5,1.1,0.9,27.6,0.5
02-11-2021 19:15,02-11-2021 19:30,45.9,1,1,23,0.5
02-11-2021 19:30,02-11-2021 19:45,43.9,1,1,22.7,0.6
02-11-2021 19:45,02-11-2021 20:00,42.7,None,1,24.3,0.5
02-11-2021 20:00,02-11-2021 20:15,41.8,0.9,1.1,22.5,0.6
02-11-2021 20:15,02-11-2021 20:30,40.7,1,1.1,23.2,0.6
02-11-2021 20:30,02-11-2021 20:45,39.7,1,1.1,21.7,0.6
02-11-2021 20:45,02-11-2021 21:00,39.6,1.1,1.1,19.7,0.6
02-11-2021 21:00,02-11-2021 21:15,39.4,1.1,1.1,16.6,0.5
02-11-2021 21:15,02-11-2021 21:30,39.7,1,1.2,12.1,0.6
02-11-2021 21:30,02-11-2021 21:45,40.2,1,1.2,12.4,0.6
02-11-2021 21:45,02-11-2021 22:00,40,1.1,1.2,14.1,0.6
02-11-2021 22:00,02-11-2021 22:15,40,1,1.2,13,0.6
02-11-2021 22:15,02-11-2021 22:30,39.6,0.9,1.2,9.3,0.6
02-11-2021 22:30,02-11-2021 22:45,40.3,0.7,1.2,6.7,0.6
02-11-2021 22:45,02-11-2021 23:00,40.3,0.6,1.3,6.8,0.6
02-11-2021 23:00,02-11-2021 23:15,40.5,0.7,1.3,8.5,0.6
02-11-2021 23:15,02-11-2021 23:30,40.6,0.8,1.3,5.9,0.6
02-11-2021 23:30,02-11-2021 23:45,40.9,0.7,1.3,9.7,0.6
02-11-2021 23:45,03-11-2021 00:00,41.2,0.7,1.3,10.9,0.5
03-11-2021 00:00,03-11-2021 00:15,41,0.8,1.3,11.5,0.5
03-11-2021 00:15,03-11-2021 00:30,40.3,0.8,1.3,8.8,0.6
03-11-2021 00:30,03-11-2021 00:45,40.3,0.9,1.3,8.1,0.5
03-11-2021 00:45,03-11-2021 01:00,40.1,1,1.2,4.7,0.5
03-11-2021 01:00,03-11-2021 01:15,38.6,1.1,1.3,None,0.5
03-11-2021 01:15,03-11-2021 01:30,36.2,1,1.3,None,0.5
03-11-2021 01:30,03-11-2021 01:45,34.4,0.9,1.3,None,0.6
03-11-2021 01:45,03-11-2021 02:00,32.8,None,1.3,3.8,0.7
03-11-2021 02:00,03-11-2021 02:15,None,None,None,3.5,0.7
03-11-2021 02:15,03-11-2021 02:30,None,None,None,3.4,0.6
03-11-2021 02:30,03-11-2021 02:45,None,None,None,3.5,0.6
03-11-2021 02:45,03-11-2021 03:00,33.6,0.4,1.3,3.9,0.6
03-11-2021 03:00,03-11-2021 03:15,34.5,0.3,1.3,3.7,0.6
03-11-2021 03:15,03-11-2021 03:30,35.2,0.3,1.3,4,0.5
03-11-2021 03:30,03-11-2021 03:45,36,0.4,1.3,4.6,0.5
03-11-2021 03:45,03-11-2021 04:00,36,0.5,1.3,3.8,0.6
03-11-2021 04:00,03-11-2021 04:15,35.9,0.5,1.2,3.5,0.5
03-11-2021 04:15,03-11-2021 04:30,36.4,0.5,1.2,3.5,0.5
03-11-2021 04:30,03-11-2021 04:45,37,0.5,1.2,4,0.5
03-11-2021 04:45,03-11-2021 05:00,37.8,0.5,1.2,4,0.5
03-11-2021 05:00,03-11-2021 05:15,38.7,0.4,1.1,7.8,0.4
03-11-2021 05:15,03-11-2021 05:30,39.8,0.4,1.1,8.6,0.4
03-11-2021 05:30,03-11-2021 05:45,40.3,0.4,1.1,10.9,0.5
03-11-2021 05:45,03-11-2021 06:00,40.8,0.4,1.1,8.4,0.5
03-11-2021 06:00,03-11-2021 06:15,40.1,0.4,1,8.8,0.5
03-11-2021 06:15,03-11-2021 06:30,41.1,0.4,1,10.7,0.5
03-11-2021 06:30,03-11-2021 06:45,41.2,0.4,1,11.1,0.5
03-11-2021 06:45,03-11-2021 07:00,42.6,0.4,1,11.9,0.5
03-11-2021 07:00,03-11-2021 07:15,45.4,0.3,1,12.1,0.5
03-11-2021 07:15,03-11-2021 07:30,49.4,0.2,1,12.1,0.5
03-11-2021 07:30,03-11-2021 07:45,48.4,0.4,0.9,14.4,0.5
03-11-2021 07:45,03-11-2021 08:00,46.4,None,0.9,6.7,0.5
03-11-2021 08:00,03-11-2021 08:15,44.8,0.4,0.9,7.1,0.5
03-11-2021 08:15,03-11-2021 08:30,44.6,0.4,0.9,6.8,0.5
03-11-2021 08:30,03-11-2021 08:45,44.1,0.5,0.9,9.7,0.5
03-11-2021 08:45,03-11-2021 09:00,44.9,0.6,0.9,16.9,0.5
03-11-2021 09:00,03-11-2021 09:15,46.5,1.1,0.9,19.6,0.5
03-11-2021 09:15,03-11-2021 09:30,45.2,1.4,0.9,30.2,0.5
03-11-2021 09:30,03-11-2021 09:45,44.9,1.9,0.9,44.7,0.5
03-11-2021 09:45,03-11-2021 10:00,45.2,2,0.8,46.9,0.4
03-11-2021 10:00,03-11-2021 10:15,43.9,2,0.8,52.3,0.4
03-11-2021 10:15,03-11-2021 10:30,44.3,1.9,0.8,55.8,0.4
03-11-2021 10:30,03-11-2021 10:45,44.7,1.8,0.8,61.7,0.4
03-11-2021 10:45,03-11-2021 11:00,44.8,1.7,0.8,64.9,0.4
03-11-2021 11:00,03-11-2021 11:15,72.5,1.6,0.8,70.5,0.4
03-11-2021 11:15,03-11-2021 11:30,42,1.5,0.8,74.6,0.3
03-11-2021 11:30,03-11-2021 11:45,43.6,1.4,0.7,78,0.3
03-11-2021 11:45,03-11-2021 12:00,43.5,1.4,0.7,78.6,0.3
03-11-2021 12:00,03-11-2021 12:15,42.7,1.4,0.7,84.1,0.3
03-11-2021 12:15,03-11-2021 12:30,None,1.5,0.5,87.1,0.4
03-11-2021 12:30,03-11-2021 12:45,24.4,1.5,0.5,88.2,0.3
03-11-2021 12:45,03-11-2021 13:00,24.8,1.5,0.5,87.3,0.3
03-11-2021 13:00,03-11-2021 13:15,24.8,1.6,0.5,90.3,0.3
03-11-2021 13:15,03-11-2021 13:30,24.2,1.5,0.5,92.7,0.3
03-11-2021 13:30,03-11-2021 13:45,24,1.4,0.6,95,0.3
03-11-2021 13:45,03-11-2021 14:00,24,None,None,90.6,0.2
03-11-2021 14:00,03-11-2021 14:15,23.7,1.2,0.9,90.2,0.3
03-11-2021 14:15,03-11-2021 14:30,23.7,1,1,86.4,0.2
03-11-2021 14:30,03-11-2021 14:45,23.3,0.9,1,86.9,0.3
03-11-2021 14:45,03-11-2021 15:00,23.4,0.8,1,84.9,0.3
03-11-2021 15:00,03-11-2021 15:15,23.2,0.8,1,83.7,0.2
03-11-2021 15:15,03-11-2021 15:30,23,0.8,1,83.5,0.2
03-11-2021 15:30,03-11-2021 15:45,23.3,0.8,1.1,86.3,0.2
03-11-2021 15:45,03-11-2021 16:00,23,0.9,1.1,84.2,0.2
03-11-2021 16:00,03-11-2021 16:15,22.6,0.8,1.1,82,0.3
03-11-2021 16:15,03-11-2021 16:30,22.6,0.8,1.1,77.8,0.3
03-11-2021 16:30,03-11-2021 16:45,22.6,0.9,1.1,71.3,0.2
03-11-2021 16:45,03-11-2021 17:00,22.3,0.9,1.2,70.3,0.2
03-11-2021 17:00,03-11-2021 17:15,22,0.9,1.2,70.1,0.2
03-11-2021 17:15,03-11-2021 17:30,22.4,1,1.2,66,0.2
03-11-2021 17:30,03-11-2021 17:45,23.1,1.1,1.2,64.6,0.2
03-11-2021 17:45,03-11-2021 18:00,23.7,1.1,1.3,60.3,0.3
03-11-2021 18:00,03-11-2021 18:15,24.3,1.2,1.3,58.4,0.3
03-11-2021 18:15,03-11-2021 18:30,25.6,1.2,1.4,55,0.4
03-11-2021 18:30,03-11-2021 18:45,26.1,1.2,1.4,48.8,0.4
03-11-2021 18:45,03-11-2021 19:00,26,1.3,1.5,38.3,0.4
03-11-2021 19:00,03-11-2021 19:15,25.8,1,1.5,25.8,0.5
03-11-2021 19:15,03-11-2021 19:30,26.1,0.6,1.6,23.8,0.6
03-11-2021 19:30,03-11-2021 19:45,26.4,0.5,1.6,20.3,0.5
03-11-2021 19:45,03-11-2021 20:00,26.4,None,1.7,20.2,0.5
03-11-2021 20:00,03-11-2021 20:15,26.9,0.3,1.7,20,0.5
03-11-2021 20:15,03-11-2021 20:30,27.5,None,1.8,15.3,0.6
03-11-2021 20:30,03-11-2021 20:45,27.1,None,1.8,7.7,0.6
03-11-2021 20:45,03-11-2021 21:00,26.7,None,1.9,6.4,0.5
03-11-2021 21:00,03-11-2021 21:15,26,0.1,1.9,6.9,0.5
03-11-2021 21:15,03-11-2021 21:30,25.2,0.3,1.9,7.9,0.5
03-11-2021 21:30,03-11-2021 21:45,26.4,0.4,2,5.8,0.6
03-11-2021 21:45,03-11-2021 22:00,26.1,0.5,2,5.3,0.6
03-11-2021 22:00,03-11-2021 22:15,24.7,0.4,2,5.1,0.5
03-11-2021 22:15,03-11-2021 22:30,26,0.2,2,4.8,0.6
03-11-2021 22:30,03-11-2021 22:45,26.5,0.2,2,4.5,0.6
03-11-2021 22:45,03-11-2021 23:00,26,0.1,2.1,4.1,0.6
03-11-2021 23:00,03-11-2021 23:15,25.9,0.1,2.1,5.8,0.6
03-11-2021 23:15,03-11-2021 23:30,25.9,0.1,2.1,7.1,0.5
03-11-2021 23:30,03-11-2021 23:45,26.4,0.1,2.1,5.1,0.5
03-11-2021 23:45,04-11-2021 00:00,27.7,None,2.1,9.6,0.5
04-11-2021 00:00,04-11-2021 00:15,28.1,None,2.1,8.2,0.6
04-11-2021 00:15,04-11-2021 00:30,28.6,None,2.1,7,0.5
04-11-2021 00:30,04-11-2021 00:45,28.7,None,2.2,6.9,0.5
04-11-2021 00:45,04-11-2021 01:00,28.3,None,2.2,5.2,0.5
04-11-2021 01:00,04-11-2021 01:15,28.7,None,2.2,None,0.5
04-11-2021 01:15,04-11-2021 01:30,31.4,None,2.2,None,0.5
04-11-2021 01:30,04-11-2021 01:45,33.8,None,None,None,0.6
04-11-2021 01:45,04-11-2021 02:00,33,None,None,4.9,0.6
04-11-2021 02:00,04-11-2021 02:15,None,None,None,6.6,0.6
04-11-2021 02:15,04-11-2021 02:30,None,None,None,9,0.5
04-11-2021 02:30,04-11-2021 02:45,None,None,None,7,0.5
04-11-2021 02:45,04-11-2021 03:00,33.9,None,2.2,7.8,0.5
04-11-2021 03:00,04-11-2021 03:15,32.8,None,None,7.5,0.6
04-11-2021 03:15,04-11-2021 03:30,31.8,None,None,5.2,0.6
04-11-2021 03:30,04-11-2021 03:45,31.2,None,None,7.6,0.6
04-11-2021 03:45,04-11-2021 04:00,31.4,None,None,7.2,0.5
04-11-2021 04:00,04-11-2021 04:15,33,None,None,9.4,0.5
04-11-2021 04:15,04-11-2021 04:30,None,None,None,9.2,0.5
04-11-2021 04:30,04-11-2021 04:45,None,None,None,10.2,0.5
04-11-2021 04:45,04-11-2021 05:00,35.7,None,2.2,8.8,0.5
04-11-2021 05:00,04-11-2021 05:15,None,None,2.3,7,0.5
04-11-2021 05:15,04-11-2021 05:30,34.8,None,2.3,4.8,0.6
04-11-2021 05:30,04-11-2021 05:45,34.2,None,2.3,4,0.5
04-11-2021 05:45,04-11-2021 06:00,34.3,None,2.3,3.9,0.5
04-11-2021 06:00,04-11-2021 06:15,None,None,2.3,4.3,0.5
04-11-2021 06:15,04-11-2021 06:30,35.8,None,2.3,5.8,0.5
04-11-2021 06:30,04-11-2021 06:45,37.4,None,2.3,7.8,0.6
04-11-2021 06:45,04-11-2021 07:00,38.4,None,2.3,8.4,0.6
04-11-2021 07:00,04-11-2021 07:15,39.8,None,2.4,6.6,0.5
04-11-2021 07:15,04-11-2021 07:30,40,None,2.4,5.3,0.6
04-11-2021 07:30,04-11-2021 07:45,40.3,None,2.4,6.2,0.6
04-11-2021 07:45,04-11-2021 08:00,40.2,None,2.4,6.7,0.6
04-11-2021 08:00,04-11-2021 08:15,40,None,2.4,6.7,0.6
04-11-2021 08:15,04-11-2021 08:30,40.8,None,2.4,8.1,0.6
04-11-2021 08:30,04-11-2021 08:45,43.6,None,2.5,10.7,0.6
04-11-2021 08:45,04-11-2021 09:00,45.9,None,2.5,12.4,0.7
04-11-2021 09:00,04-11-2021 09:15,48.5,None,2.5,15.4,0.7
04-11-2021 09:15,04-11-2021 09:30,50,0.1,2.5,20,0.8
04-11-2021 09:30,04-11-2021 09:45,50.8,0.2,2.6,23,0.9
04-11-2021 09:45,04-11-2021 10:00,50.7,0.3,2.6,24.9,0.8
04-11-2021 10:00,04-11-2021 10:15,50.5,0.2,2.6,27.7,0.7
04-11-2021 10:15,04-11-2021 10:30,50.9,0.2,2.6,30.6,0.7
04-11-2021 10:30,04-11-2021 10:45,51.5,0.2,2.7,34.7,0.7
04-11-2021 10:45,04-11-2021 11:00,51.8,0.3,2.7,37.1,0.7
04-11-2021 11:00,04-11-2021 11:15,51.3,0.3,2.7,40.9,0.7
04-11-2021 11:15,04-11-2021 11:30,50.8,0.4,2.7,46.2,0.7
04-11-2021 11:30,04-11-2021 11:45,50.6,0.6,2.7,48.7,0.7
04-11-2021 11:45,04-11-2021 12:00,50.2,1.4,2.7,59.7,0.7
04-11-2021 12:00,04-11-2021 12:15,49.1,8.6,2.6,67.9,0.7
04-11-2021 12:15,04-11-2021 12:30,48.6,9.6,2.7,69.2,0.7
04-11-2021 12:30,04-11-2021 12:45,48.1,8.2,2.5,68.9,0.7
04-11-2021 12:45,04-11-2021 13:00,47.5,7.1,2.3,68,0.6
04-11-2021 13:00,04-11-2021 13:15,44.4,3.8,1.8,70.2,0.7
04-11-2021 13:15,04-11-2021 13:30,42.1,2.5,1.2,74.5,0.6
04-11-2021 13:30,04-11-2021 13:45,41.8,1.9,0.8,73.5,0.6
04-11-2021 13:45,04-11-2021 14:00,41.4,None,None,74.1,0.6
04-11-2021 14:00,04-11-2021 14:15,41.6,1.3,2.3,73.8,0.6
04-11-2021 14:15,04-11-2021 14:30,39.6,1,2.2,76.1,0.5
04-11-2021 14:30,04-11-2021 14:45,39.3,1,2.1,75.2,0.5
04-11-2021 14:45,04-11-2021 15:00,39.4,0.7,2,76.1,0.5
04-11-2021 15:00,04-11-2021 15:15,37.5,2,1.5,77.3,0.5
04-11-2021 15:15,04-11-2021 15:30,37.4,3.4,0.8,77.3,0.5
